"Recipient Company","Parent Company","Award Date","Award Type","Grant Amount","Face Loan Amount","Contract Amount","Awarding Agency","Program Name","Award Details","Data Source for Award","Facility Name","Facility State","Facility City","Facility Street Address","Facility Zip Code","Facility Congressional District","Facility NAICS Code","PPP Lender","Jobs Reported at Time of Application","Notes","Ownership Structure","Stock Ticker Symbol","Parent Headquarters State","Parent Headquarters Country","Parent Sector","Parent Industry","Parent Total Workforce at end of 2019","Parent Latest Workforce Size","Parent Employment-related Penalties Since 2010","Parent Federal Corporate Income Tax Rate","Parent Total Federal, State, and Local Subsidies Since 2010","Parent Government-contracting-related Penalties Since 2010","Parent Environmental / Healthcare / Safety Penalties Since 2010","Parent Consumer Protection / Financial / Competition-related Penaties Since 2010","Parent Ratio of CEO Pay to that of Median Worker","CEO Pay","Median Worker Pay","Parent TARP Loans Received During Financial Crisis","Employment Issues","Tax/Subsidy Issues","Government Contracting Issues","Environment/Safety Issues","Consumer Protection Issues","CEO Compensation Issues","POGO Link","Just Capital Link","Follow The Money Link","Violation Tracker Link","Subsidy Tracker Link"
"Nevada System of Higher Education","Nevada System of Higher Education","20200430","grant","$1,096,121","$0","$0","Federal Office of Rural Health Policy","CARES Act Awards-Small Rural Hospital Improvement Program","","https://www.hrsa.gov/rural-health/coronavirus-cares-FY2020-awards","","Nevada","","","","","","","0","","non-profit","","Nevada","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Rappahannock Community College","Virginia Community College System","20210113","grant","$1,989,934","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Virginia","","","","","","","0","","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Southside Virginia Community College","Virginia Community College System","20210113","grant","$2,802,788","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Virginia","","","","","","","0","","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Southwest Virginia Community College","Virginia Community College System","20210113","grant","$2,787,538","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Virginia","","","","","","","0","","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Thomas Nelson Community College","Virginia Community College System","20210113","grant","$6,895,528","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Virginia","","","","","","","0","","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Tidewater Community College","Virginia Community College System","20210113","grant","$20,394,928","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Virginia","Norfolk","","","","","","0","","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Virginia Highlands Community College","Virginia Community College System","20210113","grant","$2,356,545","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Virginia","","","","","","","0","","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Virginia Western Community College","Virginia Community College System","20210113","grant","$5,055,788","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Virginia","","","","","","","0","","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Wytheville Community College","Virginia Community College System","20210113","grant","$1,998,438","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Virginia","","","","","","","0","","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Northern Virginia Community College","Virginia Community College System","20210514","grant","$38,985,716","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","Annandale","","","","","","0","OPEID: 372700","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Tidewater Community College","Virginia Community College System","20210514","grant","$22,338,282","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","Norfolk","","","","","","0","OPEID: 371200","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"J Sargeant Reynolds Community College","Virginia Community College System","20210514","grant","$7,935,742","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 375900","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Thomas Nelson Community College","Virginia Community College System","20210514","grant","$7,378,651","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 687100","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"John Tyler Community College","Virginia Community College System","20210514","grant","$7,056,692","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 400400","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Virginia Western Community College","Virginia Community College System","20210514","grant","$5,574,035","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 376000","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Germanna Community College","Virginia Community College System","20210514","grant","$5,471,023","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 866000","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Lord Fairfax Community College","Virginia Community College System","20210514","grant","$4,373,742","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 865900","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Piedmont Virginia Community College","Virginia Community College System","20210514","grant","$3,774,543","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 992800","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Blue Ridge Community College","Virginia Community College System","20210514","grant","$3,620,461","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 681900","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Central Virginia Community College","Virginia Community College System","20210514","grant","$3,537,121","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 498800","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Southside Virginia Community College","Virginia Community College System","20210514","grant","$3,163,263","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 866100","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Danville Community College","Virginia Community College System","20210514","grant","$3,137,706","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 375800","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Southwest Virginia Community College","Virginia Community College System","20210514","grant","$3,077,133","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 726000","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"New River Community College","Virginia Community College System","20210514","grant","$3,051,037","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 522300","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Mountain Empire Community College","Virginia Community College System","20210514","grant","$2,713,368","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 962900","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Patrick Henry Community College","Virginia Community College System","20210514","grant","$2,657,136","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 375100","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Virginia Highlands Community College","Virginia Community College System","20210514","grant","$2,630,948","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 709900","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Wytheville Community College","Virginia Community College System","20210514","grant","$2,247,968","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 376100","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Rappahannock Community College","Virginia Community College System","20210514","grant","$2,153,515","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 916000","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Virginia State University","Virginia State University","20210113","grant","$7,266,205","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Virginia","","","","","","","0","","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Virginia State University","Virginia State University","20210514","grant","$9,355,674","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Virginia","","","","","","","0","OPEID: 376400","non-profit","","Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Wake Technical Community College","Wake Technical Community College","20210113","grant","$16,555,558","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","North Carolina","","","","","","","0","","non-profit","","North Carolina","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Wake Technical Community College","Wake Technical Community College","20210514","grant","$17,842,266","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","North Carolina","","","","","","","0","OPEID: 484400","non-profit","","North Carolina","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"WALKABOUT AIR INC","Walkabout Air Inc","20210507","grant","$91,421","$0","$0","Treasury Department","Payroll Support Program","3rd Round Payment (PSP III)","https://home.treasury.gov/policy-issues/coronavirus/assistance-for-american-industry/payroll-support-program/psp3","","Florida","TAMPA","","","","","","0","","privately held","","Florida","USA","airlines","passenger carriers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"WARBELOW'S AIR VENTURES INC.","Warbelow's Air Ventures Inc.","20210423","grant","$569,633","$0","$0","Treasury Department","Payroll Support Program","3rd Round Payment (PSP III)","https://home.treasury.gov/policy-issues/coronavirus/assistance-for-american-industry/payroll-support-program/psp3","","Alaska","FAIRBANKS","","","","","","0","","privately held","","Alaska","USA","airlines","passenger air carriers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"WARD AIR INC.","Ward Air Inc.","20210512","grant","$356,670","$0","$0","Treasury Department","Payroll Support Program","3rd Round Payment (PSP III)","https://home.treasury.gov/policy-issues/coronavirus/assistance-for-american-industry/payroll-support-program/psp3","","Alaska","JUNEAU","","","","","","0","","privately held","","Alaska","USA","airlines","passenger carriers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Washburn University - Topeka","Washburn University - Topeka","20210113","grant","$5,773,929","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Kansas","Topeka","","","","","","0","","non-profit","","Kansas","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Washburn University-Topeka","Washburn University - Topeka","20210514","grant","$7,066,146","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Kansas","","","","","","","0","OPEID: 194900","non-profit","","Kansas","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Washington State University","Washington State University","20210113","grant","$24,083,692","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Washington","Pullman","","","","","","0","","non-profit","","Washington","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Washington State University","Washington State University","20210514","grant","$30,353,390","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Washington","Pullman","","","","","","0","OPEID: 380000","non-profit","","Washington","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Evergreen State College (The)","Washington State University System","20210113","grant","$3,986,522","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Washington","","","","","","","0","","non-profit","","Washington","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Evergreen State College (The)","Washington State University System","20210514","grant","$5,167,635","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Washington","","","","","","","0","OPEID: 815500","non-profit","","Washington","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Washington University in St. Louis","Washington University In St. Louis","20210113","grant","$6,137,987","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Missouri","Saint Louis","","","","","","0","","non-profit","","Missouri","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Washington University in St. Louis","Washington University In St. Louis","20210514","grant","$8,403,273","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Missouri","Saint Louis","","","","","","0","OPEID: 252000","non-profit","","Missouri","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Detroit Metropolitan Wayne County","Wayne County Airport Authority","20210224","grant","$31,525,083","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: DTW","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Michigan","Detroit","","","","","","0","","government-owned","","Michigan","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Wayne State University","Wayne State University","20210113","grant","$22,724,359","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Michigan","Detroit","","","","","","0","","non-profit","","Michigan","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Wayne State University","Wayne State University","20210514","grant","$28,493,424","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Michigan","Detroit","","","","","","0","OPEID: 232900","non-profit","","Michigan","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"West Virginia State University","West Virginia State University","20210113","grant","$2,530,953","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","West Virginia","","","","","","","0","","non-profit","","West Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"West Virginia State University","West Virginia State University","20210514","grant","$2,977,646","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","West Virginia","","","","","","","0","OPEID: 382600","non-profit","","West Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"West Virginia University","West Virginia University","20210113","grant","$20,639,972","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","West Virginia","Morgantown","","","","","","0","","non-profit","","West Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"West Virginia University - Parkersburg","West Virginia University","20210113","grant","$2,439,848","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","West Virginia","Parkersburg","","","","","","0","","non-profit","","West Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"West Virginia University","West Virginia University","20210514","grant","$26,689,942","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","West Virginia","Morgantown","","","","","","0","OPEID: 382700","non-profit","","West Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"West Virginia University-Parkersburg","West Virginia University","20210514","grant","$3,046,890","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","West Virginia","","","","","","","0","OPEID: 382800","non-profit","","West Virginia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"WESTERN AIR CHARTER INC.","Western Air Charter Inc.","20210427","grant","$9,266,768","$0","$0","Treasury Department","Payroll Support Program","3rd Round Payment (PSP III)","https://home.treasury.gov/policy-issues/coronavirus/assistance-for-american-industry/payroll-support-program/psp3","","California","VAN NUYS","","","","","","0","","privately held","","California","USA","airlines","passenger carriers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Western Illinois University","Western Illinois University","20210113","grant","$8,859,273","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Illinois","","","","","","","0","","non-profit","","Illinois","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Western Illinois University","Western Illinois University","20210514","grant","$10,910,447","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Illinois","","","","","","","0","OPEID: 178000","non-profit","","Illinois","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
