"Recipient Company","Parent Company","Award Date","Award Type","Grant Amount","Face Loan Amount","Contract Amount","Awarding Agency","Program Name","Award Details","Data Source for Award","Facility Name","Facility State","Facility City","Facility Street Address","Facility Zip Code","Facility Congressional District","Facility NAICS Code","PPP Lender","Jobs Reported at Time of Application","Notes","Ownership Structure","Stock Ticker Symbol","Parent Headquarters State","Parent Headquarters Country","Parent Sector","Parent Industry","Parent Total Workforce at end of 2019","Parent Latest Workforce Size","Parent Employment-related Penalties Since 2010","Parent Federal Corporate Income Tax Rate","Parent Total Federal, State, and Local Subsidies Since 2010","Parent Government-contracting-related Penalties Since 2010","Parent Environmental / Healthcare / Safety Penalties Since 2010","Parent Consumer Protection / Financial / Competition-related Penaties Since 2010","Parent Ratio of CEO Pay to that of Median Worker","CEO Pay","Median Worker Pay","Parent TARP Loans Received During Financial Crisis","Employment Issues","Tax/Subsidy Issues","Government Contracting Issues","Environment/Safety Issues","Consumer Protection Issues","CEO Compensation Issues","POGO Link","Just Capital Link","Follow The Money Link","Violation Tracker Link","Subsidy Tracker Link"
"BOB JOSEPH INC","","20200427","loan","$0","$261,440","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","New Jersey","EDISON","37 CINDER RD","08820","NJ-06","238210","Unity Bank","17","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB KILIAN ELECTRIC COMPANY","","20200409","loan","$0","$775,400","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Minnesota","SAINT MICHAEL","12075 43RD ST","55376","MN-06","238210","The Bank of Elk River","42","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB KING BUICK-GMC, INC.","","20200427","loan","$0","$2,080,300","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","North Carolina","Wilmington","5115 New Centre Dr","28403","NC-07","441110","Live Oak Banking Company","0","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB KINGS AMC JEEP INC","","20200408","loan","$0","$387,700","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","North Carolina","WINSTON SALEM","1601 Silas Creek Pkwy","27127","NC-05","441110","Truist Bank d/b/a Branch Banking & Trust Co","80","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB KIRST TRANSPORT INC.","","20200427","loan","$0","$174,100","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Wisconsin","WESTFIELD","W413 Utley Quarry Rd","53964","WI-06","484110","Fortifi Bank","11","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB KOENITZER DDS INC","","20200428","loan","$0","$241,888","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","PETALUMA","101 LYNCH CREEK WAY","94954","CA-05","621210","Exchange Bank","14","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB KUNST PAINTING INC.","","20200415","loan","$0","$281,600","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","SAN RAFAEL","112 MITCHELL BLVD","94903","CA-02","238990","Summit State Bank","25","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB KUNTZ PAINTING &AMP; DECORATING INC.","","20200501","loan","$0","$154,275","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Colorado","ARVADA","11888 74TH WAY W","80005","CO-07","238320","U.S. Bank, National Association","9","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB LADD & ASSOCIATES, INC.","","20200411","loan","$0","$661,932","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Tennessee","MEMPHIS","6881 APPLING FARMS PKWY","38133","TN-09","423910","First-Citizens National Bank","0","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB LAMB CO INC","","20200427","loan","$0","$375,035","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Illinois","GREENFIELD","516 MAIN ST","62044","IL-13","238290","Carrollton Bank","33","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB LARSON PLUMBING, L.L.C.","","20200416","loan","$0","$192,270","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Washington","TACOMA","4320 128TH ST E","98446","WA-10","238220","Heritage Bank","0","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB LAWSON ELECTRICAL SERVICES","","20200427","loan","$0","$167,578","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Maryland","GALENA","103 DIVISION STREET","21635","MD-01","238210","The Peoples Bank","16","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB LEARY & SONS INC","","20200414","loan","$0","$157,500","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Florida","LAKE WALES","2249 STATE ROAD 60 E","33898","FL-09","453991","South State Bank, National Association","15","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB LEDFORD'S RV & MARINE, INC.","","20200415","loan","$0","$868,567","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","South Carolina","GREER","198 Bob Ledford Dr.","29651","SC-04","441210","Bank of the West","57","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB LEE'S INC","","20200411","loan","$0","$357,300","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Florida","SAINT PETERSBURG","1631 4th street north","33714","FL-13","811111","Seacoast National Bank","39","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB LILLY'S PROFESSIONAL MARKETING GROUP INC","","20200409","loan","$0","$194,500","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Texas","GARLAND","4002 W MILLER RD","75041","TX-05","453220","PlainsCapital Bank","15","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB LOWTH FORD INC","","20200407","loan","$0","$438,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Minnesota","BEMIDJI","3010 BEMIDJI AVE N","56601","MN-07","441110","The First National Bank of Bemidji","35","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB LUEGERS MOTORS","","20200404","loan","$0","$671,400","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Indiana","JASPER","1050 WERNSING RD","47546","IN-08","441110","German American Bank","48","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB LUIDO TEAM LLC","","20200414","loan","$0","$522,200","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Maryland","SYKESVILLE","5340 ENTERPRISE ST","21784","MD-08","453998","Truist Bank d/b/a Branch Banking & Trust Co","43","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB LYNCH FAMILY HOLDINGS, INC","","20200414","loan","$0","$192,240","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","GILROY","40 EAST LUCHESSA AVE","95020","CA-20","811121","Pinnacle Bank","13","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MALONEY COLLISION CENTER INC.","","20200414","loan","$0","$732,100","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Arkansas","ROGERS","803 W. NEW HOPE RD","72758","AR-03","811121","Bank OZK","65","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MARIANO CHRYSLER-JEEP-DODGE, INC.","","20200415","loan","$0","$486,546","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","New Hampshire","Concord","146 Manchester Street","03301","NH-02","441110","Santander Bank, National Association","33","","privately held","","","","","","0","0","$5,898","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MARSHALL CONSTRUCTION, INC.","","20200511","loan","$0","$186,300","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","MADERA","19274 RD 17","93637","CA-16","236210","Tri Counties Bank","18","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MARSHALL ENTERPRISES, INC","","20200414","loan","$0","$382,200","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Ohio","COLUMBUS","2910 Berwick Blvd","43209","OH-03","488410","The Huntington National Bank","44","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MARTIN INC","","20200520","loan","$0","$201,755","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","WESTMINSTER","7000 GARDEN GROVE BLVD","92683","CA-47","722410","Wells Fargo Bank, National Association","0","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MAXEY FORD","","20200428","loan","$0","$771,796","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Michigan","DETROIT","","48207","MI-14","441110","JPMorgan Chase Bank, National Association","51","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MAXEY FORD OF HOWELL, INC.","","20200413","loan","$0","$1,213,935","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Michigan","HOWELL","2798 E Grand River Ave","48843","MI-08","441110","JPMorgan Chase Bank, National Association","81","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MAXEY LINCOLN, INC. DBA BOB MAXEY LI NCOLN INC.","","20200427","loan","$0","$668,007","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Michigan","DETROIT","16901 MACK AVE","48224","MI-14","441110","JPMorgan Chase Bank, National Association","46","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MCCOSH CHEVROLET BUICK GMC CADILLAC INC","","20200403","loan","$0","$1,249,100","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Missouri","COLUMBIA","1 Business Loop 70 East","65203","MO-04","441110","Central Bank of Boone County","104","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MCEWAN CONSTRUCTION INC","","20200501","loan","$0","$159,732","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Oregon","SEASIDE","34154 HIGHWAY","97138","OR-01","238910","U.S. Bank, National Association","12","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MELTON TRUCK SERVICE INC.","","20200415","loan","$0","$296,200","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Illinois","NORMAL","611 KINGSLEY ST","61761","IL-13","484220","First Mid Bank & Trust, National Association","22","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MEYER COMMUNITIES INC","","20200406","loan","$0","$306,088","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","New Jersey","MEDFORD","150 HIMMELIEN RD","08055","NJ-03","236115","Columbia Bank","18","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MICKEY COLLISION CENTER, INC.","","20200408","loan","$0","$338,200","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Iowa","CEDAR RAPIDS","4813 CENTER POINT RD","52402","IA-01","811121","NXT Bank","21","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MILES & SON, INC","","20200408","loan","$0","$187,226","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Maine","FREEPORT","1162 US Rte One","04032","ME-01","238220","Norway Savings Bank","12","","privately held","","","","","","0","0","$0","","$0","$0","$5,600","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MILLER MASONRY, INC.","","20200412","loan","$0","$1,178,858","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Florida","SARASOTA","6215 SAWGRASS RD","34240","FL-16","238140","First Southern Bank","95","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MILLER'S APPLIANCE SALES & SERVICE, INC.","","20200413","loan","$0","$315,422","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Indiana","SOUTH BEND","2700 S Main St","46614","IN-02","443141","KeyBank National Association","29","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MILLS AUTOMOTIVE GROUP, INC.","","20200414","loan","$0","$296,302","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","South Carolina","MYRTLE BEACH","431 Hospitality Lane","29579","SC-07","441110","Ally Bank","0","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MILLS FURNITURE CO, INC","","20200405","loan","$0","$4,665,900","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Oklahoma","OKLAHOMA CITY","3600 W Reno Ave","73107","OK-05","423210","International Bank of Commerce","420","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MONING INDUSTRIES INC","","20200415","loan","$0","$1,009,300","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Missouri","GLASGOW","PO BOX 98","65254","MO-04","332812","Simmons Bank","0","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MOODY CONSTRUCTION, INC.","","20200408","loan","$0","$292,400","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Arkansas","BENTON","18735 Interstate 30 South","72015","AR-02","238350","Bank OZK","33","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MOORE CADILLAC, LLC","","20200410","loan","$0","$748,700","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Oklahoma","OKLAHOMA CITY","13020 N. Broadway Ext","73114","OK-05","441110","Blue Sky Bank","28","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MOORE COLLISION CENTERS, LLC","","20200410","loan","$0","$719,800","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Oklahoma","OKLAHOMA CITY","111 N.W. 122nd St.","73114","OK-05","811121","Blue Sky Bank","36","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MOORE CONSTRUCTION, INC.","","20200408","loan","$0","$665,200","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Texas","ARLINGTON","1110 N. WATSON RD","76011","TX-06","236220","Frost Bank","32","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MOORE DODGE CHRYSLER JEEP, LLC","","20200410","loan","$0","$688,700","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Oklahoma","OKLAHOMA CITY","7420 N.W. Expressway","73132","OK-05","441110","Blue Sky Bank","25","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MOORE ENTERPRISES, LLC","","20200413","loan","$0","$427,200","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Oklahoma","OKLAHOMA CITY","13045 N. Kelley Ave.","73131","OK-05","441110","Blue Sky Bank","15","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MOORE FORD, LLC","","20200410","loan","$0","$1,099,100","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Oklahoma","OKLAHOMA CITY","8948 S I-35 Service Rd","73149","OK-05","441110","Blue Sky Bank","45","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MOORE INFINITI, LLC","","20200410","loan","$0","$745,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Oklahoma","OKLAHOMA CITY","13000 N. Kelley Ave.","73131","OK-05","441110","Blue Sky Bank","27","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MOORE NISSAN OF NORMAN, LLC","","20200410","loan","$0","$550,200","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Oklahoma","NORMAN","3901 Journey Parkway","73072","OK-04","441110","Blue Sky Bank","20","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MOORE NW, LLC","","20200410","loan","$0","$393,500","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Oklahoma","OKLAHOMA CITY","7340 N.W. Expressway","73132","OK-05","441110","Blue Sky Bank","17","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MOORE OF NORMAN, LLC","","20200410","loan","$0","$450,400","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Oklahoma","NORMAN","6400 N. Interstate Dr","73072","OK-04","441110","Blue Sky Bank","17","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MOORE OF TULSA, LLC","","20200410","loan","$0","$612,400","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Oklahoma","TULSA","4627 S Memorial Ave","74145","OK-01","441110","Blue Sky Bank","27","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MOORE PA, LLC","","20200410","loan","$0","$955,300","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Oklahoma","OKLAHOMA CITY","13000 N. Broadway Ext.","73114","OK-05","441110","Blue Sky Bank","35","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MOORE PONTIAC BUICK GMC, LLC","","20200410","loan","$0","$880,700","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Oklahoma","OKLAHOMA CITY","7410 NW EXPRESSWAY","73132","OK-05","441110","Blue Sky Bank","28","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MOORE SUBARU, LLC","","20200410","loan","$0","$910,300","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Oklahoma","OKLAHOMA CITY","13010 N Kelley Ave","73131","OK-05","441110","Blue Sky Bank","24","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MOR INC","","20200408","loan","$0","$236,187","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Ohio","MONTPELIER","13508 SR 15","43543","OH-05","721110","The Citizens National Bank of Bluffton","45","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MOREY'S AUTO BODY","","20200404","loan","$0","$304,900","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Arkansas","BENTONVILLE","1019 N. Walton Blvd","72712","AR-03","811121","Legacy National Bank","22","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MORROW CONSTRUCTION COMPANY, INC","","20200407","loan","$0","$151,500","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Alabama","TUSCALOOSA","2212 15TH ST","35401","AL-07","531110","Cadence Bank, National Association","50","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MURPHY, INC.","","20200428","loan","$0","$152,600","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","New York","VESTAL","520 PRENTICE RD","13850","NY-22","332312","Tioga State Bank","15","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB MYERS EXCAVATING INC","","20200408","loan","$0","$168,500","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Michigan","BRIGHTON","8111 HAMMEL RD","48116","MI-08","238910","The Huntington National Bank","14","","privately held","","","","","","0","0","$69,435","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB NEILL INC. OF WINSTON SALEM","","20200407","loan","$0","$767,708","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","North Carolina","WINSTON SALEM","691 Jonestown Road","27103","NC-05","441110","Triad Business Bank","53","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB NEILL OF GREENSBORO, LLC","","20200407","loan","$0","$773,018","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","North Carolina","GREENSBORO","819 Norwalk Street","27407","NC-13","441110","Triad Business Bank","54","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB NOVICK CHEVROLET, INC.","","20200410","loan","$0","$732,184","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","New Jersey","BRIDGETON","808 N. PEARL ST","08302","NJ-02","441110","Ally Bank","0","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB OATES SEWER ROOTER, LLC","","20200428","loan","$0","$508,900","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Washington","SEATTLE","600 W NICKERSON ST","98119","WA-07","562991","HomeStreet Bank","35","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB PANKAN & SONS CONCRETE AND MASONRY, INC.","","20200409","loan","$0","$161,200","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Minnesota","ISANTI","27594 YOUNGSTON ST NE","55040","MN-08","238140","Flagship Bank Minnesota","16","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB PARKS REALTY LLC","","20200416","loan","$0","$490,826","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Tennessee","BRENTWOOD","8119 ISABELLA LN","37027","TN-07","531210","First Horizon Bank","64","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB PECKHAM & ASSOCIATES INC","","20200413","loan","$0","$314,400","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Texas","HOUSTON","104 LOCKHAVEN DRIVE","77073","TX-18","423420","Independent Bank","25","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB PERANI SPORT SHOPS, INC","","20200410","loan","$0","$711,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Michigan","FLINT","3600 S Dort Highway","48507","MI-05","451110","The Huntington National Bank","23","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BOB PFORTE MOTORS, INC.","","20200407","loan","$0","$375,200","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Florida","MARIANNA","4214 LAFAYETTE ST","32446","FL-02","441110","First Federal Bank","38","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
